hw_synset_7451	戏剧性、戏剧化	形容词，引人注目的表现或变化。
hw_synset_11970	呈子	名词，请求的文书。
hw_synset_1090	誓言、誓词、誓愿、誓、誓约	名词，宣誓或许下的决心与承诺的言辞
hw_synset_832	火、内热	名词，与热量和炎症相关的状态或现象
hw_synset_4281	来信、来鸿、来函、来书	名词，寄送的信件或书信形式
hw_synset_1231	国君、国王、陛下、君主、圣上	名词，指国家的最高统治者或元首的称谓
hw_synset_3287	巢窟、窝、老窝、黑窝、老巢	名词，比喻坏人或匪徒聚集、隐藏的地方
hw_synset_44584	选择疑问句	名词，询问选择的句子形式。
hw_synset_1924	花椰菜、菜花、花菜	名词，一种常见的蔬菜，花呈半球状，通常为黄白色。
hw_synset_4610	菜单、菜谱	名词，列出食物或菜肴名称的清单
hw_synset_41413	色素	名词，影响颜色的物质。
hw_synset_25713	地主	名词，拥有土地的人。
hw_synset_40439	羽毛球	名词，一种室内外的球类运动。
hw_synset_11986	阖府	名词，全家人。
hw_synset_3151	解、分晓	名词，事情的结果或未知数的值
hw_synset_46619	顶灯	名词，用于照明的车辆部件。
hw_synset_21790	凡例	名词，说明书刊的使用规则。
hw_synset_10395	香槟酒	名词，一种起泡的酒，通常用于庆祝。
hw_synset_3730	面子、外面、面、皮、脸	名词，物体的外部表面或外层部分
hw_synset_2349	二房、小老婆、偏房、妾、姨太太	名词，旧时男子在妻子之外的配偶或情人
hw_synset_4336	瞎信、盲信、死信	名词，无法送达或投递的信件类型
hw_synset_4005	年底、年终、年末、残年、岁末	名词，一年最后阶段的时间段，通常指年底。
hw_synset_12868	工薪族	名词，从事工作以获取薪水的人。
hw_synset_10601	甘露醇、甘露糖醇	名词，一种天然甜味的食物材料。
hw_synset_47328	高速公路车道	名词，供车辆快速行驶的道路部分。
hw_synset_36037	清官	名词，廉洁奉公的官员。
hw_synset_2747	便饭、菲酌、便餐	名词，日常简单的饮食或餐食
hw_synset_3604	嗝、饱嗝儿	名词，胃中气体从口中发出的声音。
hw_synset_3716	腻子、泥子、油灰	名词，用于平整表面的泥状物，常用于油漆工艺。
hw_synset_14384	难友	名词，在困境中有相同经历的人。
hw_synset_4506	短信息、短信	名词，简短的文字信息，通常通过手机发送。
hw_synset_44928	配军	名词，被流放的有罪人。
hw_synset_3133	出路、去路	名词，通向外部或前进的道路或途径
hw_synset_46041	院士	名词，具有丰富知识和能力的专家。
hw_synset_13250	插板、板子	名词，用于连接或支撑的平面物体。
hw_synset_11277	军需	名词，军队所需的物资和装备。
hw_synset_1673	打瓜、瓜	名词，一种可食用的蔓生植物，果实多样。
hw_synset_3122	歉年、歉岁、荒年、凶年	名词，农作物收成不佳的年份，通常伴随饥荒。
hw_synset_32641	旅行社	名词，提供旅游服务的机构。
hw_synset_13177	选民	名词，有投票权的公民。
hw_synset_38276	真传	名词，真实的知识传授。
hw_synset_9871	微机	名词，单人使用的电脑。
hw_synset_10759	寄宿生	名词，在学校居住并学习的学生。
hw_synset_39951	经济舱	名词，飞机上价格较低的座位。
hw_synset_36989	犹大	名词，背叛者，常指出卖信任的人。
hw_synset_18802	主席	名词，负责管理机构的主要官员。
hw_synset_11536	正门、前门	名词，建筑物的主要入口。
hw_synset_19857	会阴	名词，生殖器与肛门之间的部位。
hw_synset_46813	风口	名词，机器的进气部件。
hw_synset_13885	盛宴	名词，隆重的宴会或聚餐。
hw_synset_3240	炭、木炭	名词，木材干馏后得到的质硬多孔物质，用作燃料和过滤。
hw_synset_9467	盐碱地	名词，贫瘠的盐分土壤。
hw_synset_35586	活口	名词，能够活着的人或生物。
hw_synset_9931	中餐	名词，中国传统的美食。
hw_synset_3292	医道、医术	名词，与医疗和治病相关的技能和知识
hw_synset_21010	全线	名词，整个路线或所有部分。
hw_synset_1852	猢、猴子、猴	名词，一种灵活的群居哺乳动物，形态似人，毛色多样。
hw_synset_12467	窗玻璃、玻璃板	名词，建筑物的透明部件。
hw_synset_42785	议定书	名词，约定的文书或协议。
hw_synset_10377	对眼	名词，眼睛位置不对称的情况。
hw_synset_1723	逸事、故实、逸闻	名词，不为大众所知的历史或传说故事
hw_synset_26825	头像	名词，一种图像，通常用于代表个人。
hw_synset_43964	车队	名词，一群车辆组成的团体。
hw_synset_32082	故地	名词，曾经生活过的地方。
hw_synset_20282	保健	名词，维护健康的事务。
hw_synset_47349	魂	名词，精神和高尚的象征。
hw_synset_8696	栋梁	名词，重要且能支撑的人或事物。
hw_synset_27910	寒潮	名词，冬季的强烈寒冷天气。
hw_synset_8839	交叉路口、交叉口、交叉道口	名词，道路相交的地方。
hw_synset_38491	砹	名词，一种物质的部件。
hw_synset_27539	宗室	名词，皇室家族成员。
hw_synset_46855	风雨	名词，恶劣的天气现象。
hw_synset_4303	标准音、正音	名词，标准语音的规范，通常基于主流方言。
hw_synset_2452	人物、人士	名词，在某领域具有代表性或影响力的人。
hw_synset_8422	口疮	名词，口腔内的溃疡性疾病。
hw_synset_4371	浴场、澡塘、澡堂	名词，水上活动场所。
hw_synset_1697	专业课、专业	名词，与特定领域知识和技能相关的学习内容
hw_synset_13008	彩绘	名词，用颜色装饰的图像。
hw_synset_36956	特首	名词，香港或澳门的特别行政区首长。
hw_synset_2488	底下人、仆人、孺子牛、仆役、佣工	名词，为他人服务或承担杂务的人员或角色
hw_synset_25252	四座	名词，所有人都出现的场合。
hw_synset_40928	脑溢血	名词，脑部出血导致的疾病。
hw_synset_38901	科	名词，学科或领域的知识与事务。
hw_synset_19377	人妖	名词，泰国的变性人，通常化妆成女性。
hw_synset_23462	原文	名词，表示否定的语言表达。
hw_synset_3309	岛、海岛	名词，被水环绕的陆地，面积小于大陆。
hw_synset_13202	押金	名词，租赁或借贷时预先支付的金额。
hw_synset_10548	卫星	名词，人造飞行器，绕行天体。
hw_synset_13036	心语	名词，真诚的内心感受。
hw_synset_45358	钻床	名词，用于工业钻孔的机器。
hw_synset_13189	报亭	名词，出售报刊的场所。
hw_synset_21035	全食	名词，完全的天体现象。
hw_synset_41879	落水狗	名词，处于困境或失败状态的人。
hw_synset_3544	蚊虫、蚊子、蚊	名词，细长身体的吸血昆虫，传播多种疾病。
hw_synset_30616	托儿	名词，引诱他人以获得帮助或利益的人。
hw_synset_12059	咽喉	名词，重要的喉部位置。
hw_synset_40862	胜算	名词，成功的可能性或机会。
hw_synset_10311	雏儿	名词，幼小的鸟或孩子。
hw_synset_43576	赞歌	名词，对某人或某事的赞美歌曲。
hw_synset_29562	影评	名词，对影视作品的评价和分析。
hw_synset_36806	父本	名词，植物的祖先或来源。
hw_synset_8614	双胞胎	名词，同一家庭中出生的两个孩子。
hw_synset_13976	管区	名词，管理和控制的区域。
hw_synset_36934	特技	名词，特殊的技能或表演。
hw_synset_1610	噩运、冤	名词，遭受不公或不幸的状态
hw_synset_14442	高知	名词，知识水平高的人。
hw_synset_19292	产地	名词，产品的来源地点。
hw_synset_37752	留守处	名词，负责防守的组织部分。
hw_synset_1502	苏白、吴语	名词，汉语方言，主要分布在江苏和浙江地区。
hw_synset_1829	土拨鼠、旱獭	名词，一种群居的哺乳动物，善于掘土并有冬眠习性。
hw_synset_18861	举起左手	动词，抬起左侧的手。
hw_synset_18860	举起右手	动词，抬起右侧的手。
hw_synset_4424	激光、激光器	名词，由特定物质产生的高能量、相位一致的光。
hw_synset_10004	花梗、花柄	名词，植物的支撑部分。
hw_synset_3954	庄园、庄、封地	名词，封建社会中分配和经营的土地或地产单位
hw_synset_1968	汗毛、寒毛	名词，人体皮肤表面的细小毛发
hw_synset_3913	对象、朋友	名词，指恋爱关系中的另一方或伴侣
hw_synset_8506	基数	名词，表示数量的数学符号。
hw_synset_9512	槟	名词，一种热带水果。
hw_synset_16147	右转、右转弯	动词，向右方向转动。
hw_synset_16519	左转弯、左转	动词，向左方向转动。
hw_synset_21610	冰山一角	名词，事物的一部分，代表更大整体。
hw_synset_12245	落水管、水落管	名词，用于排水的管道。
hw_synset_4553	赤潮、红潮	名词，由于海洋富营养化，使某些浮游生物暴发性繁殖和高度密集所引起的海水变红的现象，多发生在近海海域。赤潮造成海水严重污染，鱼虾、贝类等大量死亡。也叫红潮。
hw_synset_14435	黑马	名词，意外获胜者或表现出色的人。
hw_synset_3612	回条、回单、回执	名词，收到物品后交回的证明文件
hw_synset_36536	烈马	名词，凶猛的牲畜。
hw_synset_19546	仕女	名词，美丽的女性形象。
hw_synset_3552	哈欠、呵欠	名词，困倦时嘴张开深吸气的生理现象
hw_synset_2991	兵油子、兵痞	名词，指在军队中久留且品质恶劣的人。
hw_synset_25094	商会	名词，商业组织的成员聚集体。
hw_synset_11308	茨菇、茨菰	名词，一种可食用的水生植物。
hw_synset_1398	戏法、魔术、把戏	名词，杂技的一种，以迅速敏捷的技巧或特殊装置把实在的动作掩盖起来，使观众感觉到物体忽有忽无，变化不测。
hw_synset_47250	高年级	名词，在学校中年级较高的学生。
hw_synset_19973	低年级	名词，初级教育阶段的学生。
hw_synset_1971	鬓角、鬓发	名词，耳朵前边的头发或其部位的称谓
hw_synset_8741	烃	名词，含碳氢化合物的化学物质。
hw_synset_47649	龙涎香	名词，一种来自鲸鱼体内的香料。
hw_synset_22412	副油箱	名词，飞行器的备用油箱。
hw_synset_41409	色度相位	名词，颜色的浓淡变化过程。
hw_synset_33208	暗处	名词，隐秘的地方。
hw_synset_22886	医务	名词，与医疗相关的事务。
hw_synset_3755	晚餐、夜饭、晚饭、正餐	名词，晚上吃的主要餐食
hw_synset_28394	岩浆	名词，从地壳深处喷出的熔融岩石。
hw_synset_44772	道统	名词，传承的思想体系或信仰。
hw_synset_3779	礼拜堂、教堂	名词，基督教(新教)教徒举行宗教仪式的场所。
hw_synset_39505	篮坛	名词，与篮球相关的体育活动和团体。
hw_synset_11358	生姜、姜	名词，一种常用的根茎蔬菜，具有辛辣味。
hw_synset_3068	风雷、旋风、风浪、暴风、风暴	名词，刮大风而且往往同时有大雨的天气现象。
hw_synset_969	花岗岩、花岗石	名词，火成岩的一种，在地壳上分布最广，是岩浆在地壳深处逐渐冷却凝结成的结晶岩体，主要成分是石英、长石和云母。通常黄色略带粉红，也有灰白色的。质地坚硬，色泽美丽，是很好的建筑材料。通称花岗石。
hw_synset_21575	农药	名词，用于农业的化学物质。
hw_synset_41671	茶	名词，一种由茶树叶制成的饮品。
hw_synset_973	言辞、言词	名词，用于表达思想和情感的语言形式
hw_synset_18817	主流	名词，主要的、普遍接受的观点或趋势。
hw_synset_29961	恐怖	名词，令人害怕或不安的事物。
hw_synset_3025	括弧、括号	名词，标点符号，主要表示文中注释的部分。
hw_synset_1811	著作、论著、书本、卷帙、著述	名词，与书籍及其创作相关的各种形式和成果
hw_synset_13520	泥笆墙、篱笆墙、篱障、篱墙	名词，用来围挡或隔离的墙体。
hw_synset_12135	回信	名词，对之前信件的回复。
hw_synset_1352	对虾、明虾	名词，节肢动物，身体长15—20厘米，甲壳薄而透明。第二对触角上的须很长。肉味鲜美，是我国的特产之一，主要产在黄海和渤海湾中。过去市场上常成对出售，所以叫对虾。也叫明虾。
hw_synset_34586	步带	名词，鱼类的生理部件。
hw_synset_9746	经、经度	名词，地球上的线性标志。
hw_synset_8736	氦	名词，一种轻的化学元素。
hw_synset_2512	童子鸡、笋鸡	名词，做食物用的小而嫩的鸡。
hw_synset_23132	南坡	名词，朝向南方的坡地。
hw_synset_12581	娇娃	名词，年轻美丽的女孩。
hw_synset_1781	棉布、棉花、棉	名词，用于纺织的天然纤维，具有吸湿和透气性。
hw_synset_26505	大副	名词，船上的管理官员。
hw_synset_41611	苦酒	名词，痛苦的酒。
hw_synset_26354	外轮	名词，外国的船只。
hw_synset_8457	断路、开路	名词，电路中断或被切断的状态。
hw_synset_27280	子集	名词，部分信息的集合。
hw_synset_29037	庇护权	名词，保护个人或团体的权利。
hw_synset_11818	演义	名词，对历史事件的文学叙述。
hw_synset_1447	农民、农夫、庄稼人、庄稼汉	名词，从事农业生产的劳动者或男子
